1451566800000.00,26,20,67,1016,6,8,0
1451653200000.00,26,20,72,1016,5,5,0
1451739600000.00,26,21,73,1015,5,5,0
1451826000000.00,26,20,70,1015,5,3,0
1451912400000.00,26,20,72,1014,5,3,0
1451998800000.00,25,19,66,1014,5,5,0
1452085200000.00,25,19,67,1015,6,5,0
1452171600000.00,26,19,67,1015,5,5,0
1452258000000.00,25,19,69,1013,5,3,0
1452344400000.00,24,18,66,1014,6,3,0
1452430800000.00,24,18,66,1015,6,3,0
1452517200000.00,24,18,67,1013,5,3,0
1452603600000.00,24,18,67,1013,5,5,0
1452690000000.00,24,18,65,1013,4,5,0
1452776400000.00,24,18,64,1012,6,3,0
1452862800000.00,24,18,65,1011,6,3,0
1452949200000.00,24,18,68,1011,6,3,0
1453035600000.00,26,20,68,1011,6,5,0
1453122000000.00,26,21,68,1010,6,5,0
1453208400000.00,27,22,72,1011,5,5,0
1453294800000.00,27,22,69,1012,5,5,0
1453381200000.00,26,23,77,1013,4,6,0
1453467600000.00,27,22,75,1014,5,11,0
1453554000000.00,27,22,73,1014,5,14,0
1453640400000.00,26,21,70,1013,5,5,0
1453726800000.00,26,21,71,1013,5,5,0
1453813200000.00,26,20,68,1013,5,3,0
1453899600000.00,26,21,71,1013,5,3,0
1453986000000.00,27,21,72,1014,5,3,0
1454072400000.00,26,21,73,1013,5,3,0
1454158800000.00,27,21,71,1013,5,3,0
1454245200000.00,26,20,71,1013,5,3,0
1454331600000.00,26,19,69,1013,5,3,0
1454418000000.00,27,20,71,1013,5,2,0
1454504400000.00,26,21,71,1013,5,3,0
1454590800000.00,27,21,69,1012,5,5,0
1454677200000.00,26,21,73,1011,5,5,0
1454763600000.00,27,22,68,1013,5,6,0
1454850000000.00,27,21,71,1012,5,6,0
1454936400000.00,27,21,74,1012,5,3,0
1455022800000.00,27,21,70,1011,5,5,0
1455109200000.00,27,19,64,1011,6,6,0
1455195600000.00,27,21,70,1011,6,5,0
1455282000000.00,27,22,72,1011,5,5,0
1455368400000.00,26,21,72,1012,5,5,0
1455454800000.00,26,21,72,1013,5,5,0
1455541200000.00,27,22,72,1013,5,5,0
1455627600000.00,28,22,71,1013,5,6,0
1455714000000.00,28,22,69,1013,6,6,0
1455800400000.00,27,22,74,1014,6,5,0
1455886800000.00,28,23,75,1014,5,5,0
1455973200000.00,28,23,75,1012,5,6,0
1456059600000.00,28,23,73,1013,6,6,0
1456146000000.00,27,21,67,1012,6,6,0
1456232400000.00,27,21,65,1011,7,10,0
1456318800000.00,28,23,72,1012,6,10,0
1456405200000.00,28,23,71,1013,6,11,0
1456491600000.00,28,23,73,1014,6,8,0
1456578000000.00,29,23,73,1015,7,11,0
1456664400000.00,28,23,71,1015,6,6,0
1456750800000.00,28,23,70,1013,6,6,0
1456837200000.00,28,23,70,1013,6,6,0
1456923600000.00,28,22,65,1014,6,6,0
1457010000000.00,28,22,70,1012,6,5,0
1457096400000.00,28,22,70,1011,6,6,0
1457182800000.00,28,22,69,1011,5,6,0
1457269200000.00,28,22,66,1011,5,5,0
1457355600000.00,28,22,64,1010,5,3,0
1457442000000.00,28,22,68,1010,5,5,0
1457528400000.00,29,23,68,1011,6,5,0
1457614800000.00,28,24,70,1011,6,5,0
1457701200000.00,29,24,71,1011,6,5,0
1457787600000.00,29,24,72,1010,6,10,0
1457874000000.00,29,24,71,1011,6,8,0
1457960400000.00,29,23,69,1011,6,6,0
1458046800000.00,29,24,72,1010,6,6,0
1458133200000.00,29,24,74,1010,6,6,0
1458219600000.00,29,23,69,1010,6,5,0
1458306000000.00,29,22,66,1010,6,5,0
1458392400000.00,31,24,69,1010,7,8,0
1458478800000.00,31,23,64,1009,6,8,0
1458565200000.00,32,24,67,1007,6,11,0
1458651600000.00,31,26,73,1008,6,11,0
1458738000000.00,30,25,73,1011,6,10,0
1458824400000.00,29,24,71,1012,6,8,0
1458910800000.00,29,23,69,1012,6,8,0
1458997200000.00,28,22,66,1011,6,8,0
1459083600000.00,28,23,69,1012,6,6,0
1459170000000.00,30,25,72,1012,6,6,0
1459256400000.00,30,24,70,1011,7,10,0
1459342800000.00,30,24,71,1010,7,11,0
1459429200000.00,30,24,70,1009,6,10,0
1459515600000.00,30,24,71,1009,6,6,0
1459602000000.00,31,24,71,1010,7,8,0
1459692000000.00,31,24,70,1009,7,8,0
1459778400000.00,31,24,67,1008,7,10,0
1459864800000.00,30,25,73,1009,7,8,0
1459951200000.00,31,26,74,1009,6,10,0
1460037600000.00,31,26,72,1009,7,10,0
1460124000000.00,30,24,69,1009,7,8,0
1460210400000.00,30,24,70,1010,7,6,0
1460296800000.00,30,24,71,1009,6,6,0
1460383200000.00,31,26,74,1007,6,8,0
1460469600000.00,33,26,71,1005,6,11,0
1460556000000.00,33,26,69,1006,6,14,0
1460642400000.00,32,26,70,1008,6,13,0
1460728800000.00,32,26,70,1007,7,10,0
1460815200000.00,32,26,71,1007,7,13,0
1460901600000.00,31,26,71,1007,7,11,0
1460988000000.00,31,25,70,1008,7,11,0
1461074400000.00,31,25,69,1009,7,8,0
1461160800000.00,33,26,69,1008,7,14,0
1461247200000.00,34,26,64,1006,7,14,0
